['Hemiacetal']	OC1CCCO1	88.11	6
['Thiocyanate']	CSC#N	73.12	4
['Silane_sp2_sp_allyl']	C[Si](C)(C)c1ccccc1	150.3	10
['DieneAcyclicTerminal']	C=CC=C	54.09	4
['Disulfide']	CSSC	94.2	4
['ImidoylChloride']	CCOC(=O)/C(Cl)=N/C	149.58	9
['ThioAcid']	CCC(=O)S	90.15	5
['Terminal_Michael_Acceptor_Alkene_Ester']	C=CC(=O)OC	86.09	6
['Sulfinamide_NH']	CS(N)=O	79.12	4
['Carbonate']	O=C1OCCO1	88.06	6
['Alkyl_Halide_Secondary_Br']	CC(C)Br	122.99	4
['Isonitrile']	[C-]#[N+]CC	55.08	4
['Thiirane']	CC1CS1	74.15	4
['Alkyl_Halide_Prim_ACT_Br']	COCBr	124.97	4
['Nitrate Ester']	CON=O	61.04	4
['DienoneAcyclic']	C=CC(=O)C=C	82.1	6
['Oxirane_Internal']	CC1OC1C	72.11	5
['Internal_Michael_Acceptor_Ketone_Cyclic_Alpha_Sub']	CC1=CCCC1=O	96.13	7
['Terminal_Michael_Acceptor_Ketone']	C=CC(C)=O	70.09	5
['Terminal_Michael_Acceptor_Alkene_Amide']	C=CC(=O)N(C)C	99.13	7
['HemiaminalNH0']	CN1C(=O)CCC1O	115.13	8
['Boronic Acid_sp2']	OB(O)c1ccccc1	121.93	9
['Terminal_Michael_Acceptor_Aldehyde']	C=CC=O	56.06	4
['Michael_Acceptor_Alkyne_C#N']	C#CC#N	51.05	4
['Oxirane_Terminal']	CC1CO1	58.08	4
['ThionoEster']	COC(C)=S	90.15	5
['Alkyl_Halide_Tertiary_Br']	CC(C)(C)Br	137.02	5
['PhosphorylChloride_PX3']	CP(C)Cl	96.5	4
['Acetal_Acyl']	O=C1CC2CCOC2O1	128.13	9
['Aminal_Alkyl']	COC1CCC(=O)N1C	129.16	9
['ThioAldehyde']	CCC=S	74.15	4
['Michael_Acceptor_Alkyne_Ester']	C#CC(=O)OC	84.07	6
['Alkyl_Halide_Secondary_I']	CC(C)I	169.99	4
['ThioKetone']	S=C1CCCC1	100.19	6
['Alkyl_Halide_Prim_I']	CCCI	169.99	4
['Boronic Ester_sp2']	c1ccc(B2OCCCO2)cc1	162	12
['Terminal_Michael_Acceptor_Alkene_P']	C=CP(=O)(OC)OC	136.09	8
['Alkyl_Halide_Tertiary_Cl']	CC(C)(C)Cl	92.57	5
['Terminal_Michael_Acceptor_Alkene_S']	C=CS(=O)C(C)(C)C	132.23	8
['DiazoCH']	CCOC(=O)C=[N+]=[N-]	114.1	8
['Internal_Michael_Acceptor_Alkene_P']	C/C=C/P(=O)(OCC)OCC	178.17	11
['Terminal_Michael_Acceptor_Alkene_C#N']	C=CC#N	53.06	4
['Internal_Michael_Acceptor_Alkene_Amide_Alpha_Sub']	C/C=C1\CN(Cc2ccccc2)C1=O	187.24	14
['Stannane_sp2_sp_allyl']	C[Sn](C)(C)c1ccccc1	240.92	10
['Alkyl_Halide_Tertiary_I']	CC(C)(C)I	184.02	5
['Diazonium']	N#[N+]c1ccccc1	105.12	8
['Cyanate']	N#COc1ccccc1	119.12	9
['OrganoLithiumMagnesium']	[Li]CCCC	64.06	5
['Internal_Michael_Acceptor_Ketone_Acyclic_Alpha_H', 'Boronic Ester_sp2']	CC(=O)/C=C/B1OC(C)(C)C(C)(C)O1	196.05	14
['Amine_Secondary', 'Amide_Secondary']	CNCC(=O)NC	102.14	7
['Alcohol', 'Aryl_Bromide']	OCc1ccccc1Br	187.04	9
['Amide_Primary', 'Amidine']	N=C(N)CC(N)=O	101.11	7
['Carboxylic acid', 'Ester_Enolizable']	CC(=O)OCC(=O)O	118.09	8
['Nitrile _Enolizable', 'Amide_Secondary']	CC(=O)NCC#N	98.11	7
['Amide_Secondary', 'Aryl_Bromide']	O=C1NCc2c(Br)cccc21	212.05	11
['Ketone_Enolizable', 'nH_Heterocycle r6']	CC(=O)c1cccc(=O)[nH]1	137.14	10
['Alkyl_Halide_Prim_ACT_I', 'Carbonate']	CCOC(=O)OCI	230	8
['Amine_Primary', 'DieneAcyclicTerminal']	C=C/C=C/CCN	97.16	7
['Alcohol_Allyl', 'Terminal_Michael_Acceptor_Alkene_C#N']	C=C(C#N)CO	83.09	6
['nH_Heterocycle r5', 'Ester_NonEnolizable']	COC(=O)c1ccc[nH]1	125.13	9
['Sulfonamide_NH', 'Nitrile']	CC(C)(C#N)NS(C)(=O)=O	162.21	10
['Alcohol', 'Phenol']	OCc1ccccc1O	124.14	9
['Amide_Tertiary', 'Alkene_Internal']	CC(=O)N1CC=CCC1	125.17	9
['DiEWG_Cmpd_Carbonyl_SP', 'Amide_Tertiary']	CCOP(=O)(CC(=O)N(C)C)OCC	223.21	14
['Alcohol_Propargyl', 'Michael_Acceptor_Alkyne_Ester']	COC(=O)C#CCO	114.1	8
['Alkyl_Halide_Prim_ACT_Cl', 'Imide_SulfonimideH']	CC(=O)NC(=O)CCl	135.55	8
['Alkene_Terminal', 'Cyanamide']	C=CCNC#N	82.11	6
['Aldehyde_Aryl', 'Acyl_Halide']	O=Cc1ccccc1C(=O)Cl	168.58	11
['Amine_Secondary', 'Ketone_Enolizable']	O=C1CNC1	71.08	5
['Oxirane_Internal', 'Acetal_Alkyl']	C1OCC2OC2CO1	116.12	8
['Alcohol', 'Acyl_Halide']	CCC(C)(O)C(=O)Cl	136.58	8
['Alkyl_Halide_Tertiary_Cl', 'Nitro']	CC(C)(Cl)[N+](=O)[O-]	123.54	7
['Oxirane_Terminal', 'Internal_Michael_Acceptor_Alkene_Ester_Alpha_H']	CC(C)(C)OC(=O)/C=C/C1CO1	170.21	12
['Thiophenol', 'Aryl_Bromide']	Sc1cccc(Br)c1	189.08	8
['Isothiocyanate', 'Aryl_Bromide']	S=C=Nc1cccc(Br)c1	214.09	10
['Isothiocyanate', 'Ester_NonEnolizable']	COC(=O)C(C)(C)N=C=S	159.21	10
['Aryl_F-Cl_Activated', 'Nitrile']	N#Cc1ccccc1Cl	137.57	9
['Aryl_Iodide', 'Aryl_Bromide']	Brc1cccc(I)c1	282.91	8
['Amide_Secondary', 'Alkene_Internal']	O=C1C=CCN1	83.09	6
['Aldehyde_Enolizable', 'Alkyl_Halide_Prim_I']	O=CCCI	183.98	5
['Acyl_Halide', 'DieneAcyclicTerminal']	C=C/C=C/C(=O)Cl	116.55	7
['Ester_Enolizable', 'Aryl_Bromide']	CC(=O)Oc1ccccc1Br	215.05	11
['Alkyl_Halide_Prim_ACT_Br', 'Alkene_Internal']	C/C=C\CBr	135	5
['SulfonylChloride', 'Alkene_Terminal']	C=CS(=O)(=O)Cl	126.56	6
['Aryl_Bromide', 'SulfonylChloride']	O=S(=O)(Cl)c1cccc(Br)c1	255.52	11
['Alkyl_Halide_Secondary_Br', 'Anhydride']	O=C1CC(Br)C(=O)O1	178.97	8
['Carboxylic acid', 'Nitrile']	CC(C)(C#N)C(=O)O	113.12	8
['Acyl_Halide', 'Alkene_Internal']	C/C=C/C(=O)Cl	104.54	6
['Aryl_Bromide', 'Thiourea']	NC(=S)Nc1ccccc1Br	231.12	11
['Aryl_Bromide', 'Acyl_Halide']	O=C(Cl)c1ccccc1Br	219.46	10
['Aldehyde_Enolizable', 'Alkyl_Halide_Prim_ACT_I']	O=CCI	169.95	4
['Amine_Primary', 'Amine_Secondary']	CNCCN	74.13	5
['Aldehyde_Enolizable', 'Alkyl_Halide_Secondary_Cl']	CCC(Cl)C=O	106.55	6
['Alcohol', 'Alkyl_Halide_Secondary_Br']	CC(Br)CO	138.99	5
['Alkyl_Halide_Tertiary_Br', 'Acyl_Halide']	CC(C)(Br)C(=O)Cl	185.45	7
['Aldehyde_Enolizable', 'Alkyl_Halide_Secondary_Br']	CC(Br)C=O	136.98	5
['Amine_Secondary', 'Alkyl_Halide_Prim_Br']	CNCCBr	138.01	5
['Aldehyde_sp3_NonEnolizable', 'Ester_NonEnolizable']	COC(=O)C(C)(C)C=O	130.14	9
['Enamine', 'Amide_Primary']	NC(=O)C1=CNCCC1	126.16	9
['Aryl_Bromide', 'Ester_NonEnolizable']	COC(=O)c1ccccc1Br	215.05	11
['nH_Heterocycle r5', 'Aryl_Bromide']	Brc1cc[nH]c1	145.99	6
['Amine_Primary', 'Alkyl_Halide_Prim_ACT_Br']	Nc1ccccc1CBr	186.05	9
['Azide', 'Aryl_Iodide']	[N-]=[N+]=Nc1ccccc1I	245.02	10
['Amine_Secondary', 'Ester_NonEnolizable']	CNC(C)(C)C(=O)OC	131.17	9
['Alkyne_Terminal', 'Nitro']	C#Cc1ccccc1[N+](=O)[O-]	147.13	11
['Amine_Secondary', 'Aryl_Bromide']	CNc1cccc(Br)c1	186.05	9
['Sulfonamide_NH', 'Aryl_Bromide']	NS(=O)(=O)c1cccc(Br)c1	236.09	11
['Ketone_Enolizable', 'Acetal_Alkyl']	COC(OC)C(C)=O	118.13	8
['Aldehyde_Enolizable', 'Alkyne_Internal']	CC#CCC=O	82.1	6
['Alcohol', 'Ester_Enolizable']	COC(=O)CO	90.08	6
['Amine_Secondary', 'Nitrile']	CNC(C)(C)C#N	98.15	7
['Ester_Enolizable', 'Alkyne_Internal']	CC#CCC(=O)OC	112.13	8
['Amide_Secondary', 'Acyl_Halide']	CC(=O)NCC(=O)Cl	135.55	8
['Aldehyde_Enolizable', 'Amine_Secondary']	O=CC1CCCN1	99.13	7
['Aryl_Bromide', 'Nitro']	O=[N+]([O-])c1ccccc1Br	202.01	10
['Amine_Secondary', 'Aryl_Iodide']	CNc1ccccc1I	233.05	9
['Amine_Primary', 'Alkyl_Halide_Prim_ACT_Cl']	Nc1ccccc1CCl	141.6	9
['Acetal_Alkyl', 'Aryl_Bromide']	Brc1ccc2c(c1)OCOC2	215.05	11
['Aldehyde_Aryl', 'Borate']	O=Cc1ccccc1[B-](F)(F)F	172.92	12
['Amine_Primary', 'Alkene_Internal']	C/C=C\CN	71.12	5
['Alcohol', 'HydroxylamineN']	NOCCO	77.08	5
['DiEWG_Cmpd_DiCarbonyl_Acyclic', 'Aryl_Bromide']	CC(=O)CC(=O)c1ccccc1Br	241.08	13
['Amine_Primary', 'Aryl_Bromide']	Nc1ccccc1Br	172.02	8
['Aminal_Alkyl', 'Alkyne_Terminal']	C#CCCN1C(=O)CCC1OCC	181.23	13
['Azide', 'Alkene_Internal']	[N-]=[N+]=NC/C=C/c1ccccc1	159.19	12
['Aldimine', 'Amide_Secondary']	O=C1C=NC2CCCCC2N1	152.2	11
['Amine_Primary', 'Amide_Tertiary']	CN(C)C(=O)CN	102.14	7
['Amine_Primary', 'Sulfonamide_NH']	NCCS(N)(=O)=O	124.16	7
['Aryl_Bromide', 'Ureas']	NC(=O)Nc1ccccc1Br	215.05	11
['Amide_Tertiary', 'Aryl_Bromide']	CN1C(=O)Cc2cccc(Br)c21	226.07	12
['Alkyl_Halide_Prim_Br', 'Ester_Enolizable']	COC(=O)CCBr	167	7
['Amine_Primary', 'Nitrile']	CC(C)(N)C#N	84.12	6
['Amine_Primary', 'Phosphonate_Enolizable']	CCOP(C)(=O)CCCN	165.17	10
['Phenol', 'Ester_Enolizable']	CC(=O)Oc1ccccc1O	152.15	11
['Ester_Enolizable', 'Alkyne_Terminal']	C#CCC(=O)OC	98.1	7
['Alcohol', 'Amine_Secondary']	CNCCO	75.11	5
['Aldehyde_Aryl', 'Aryl_F-Cl_Activated']	O=Cc1ccccc1Cl	140.57	9
['Alkyne_Terminal', 'Guanidine']	C#CCNC(=N)N	97.12	7
['Amine_Primary', 'Acetal_Alkyl']	COC(CN)OC	105.14	7
['Amine_Primary', 'nH_Heterocycle r6']	Nc1cccc(=O)[nH]1	110.12	8
['Internal_Michael_Acceptor_Aldehyde', 'Boronic Ester_sp2']	CC1(C)OB(/C=C\C=O)OC1(C)C	182.03	13
['nH_Heterocycle r5', 'Nitro']	O=[N+]([O-])c1cc[nH]c1	112.09	8
['Amine_Primary', 'Amide_Secondary']	CNC(=O)CN	88.11	6
['Sulfonamide_NH', 'Ester_Enolizable']	COC(=O)C1CS(=O)(=O)N1	165.17	10
['DiEWG_Cmpd_DiCarbonyl_Cyclic', 'Ester_NonEnolizable']	COC(=O)C(=O)C1CCCC1=O	170.16	12
['Alkyl_Halide_Secondary_Br', 'Amide_Secondary']	O=C1NCCC1Br	164	7
['Carboxylic acid', 'Vinyl_Chloride']	O=C(O)/C=C/Cl	106.51	6
['Alcohol', 'Sulfonamide_NH']	NS(=O)(=O)CCO	125.15	7
['Amide_Tertiary', 'Amide_Primary']	CN1C(=O)CCC1C(N)=O	142.16	10
['Amine_Secondary', 'Ester_Enolizable']	CNCC(=O)OC	103.12	7
['nH_Heterocycle r5', 'Sulfoxide_Enolizable']	CS(=O)c1ccc[nH]1	129.18	8
['Amine_Secondary', 'HemiaminalNH0']	CC(O)N1CCNCC1	130.19	9
['Phenol', 'Amine_Secondary']	CNc1cccc(O)c1	123.15	9
['Boronic Ester_sp2', 'Vinyl_Bromide_Iodide']	CC1(C)OB(/C=C/Br)OC1(C)C	232.91	12
['Amine_Secondary', 'Amide_Tertiary']	CN1CCNCC1=O	114.15	8
['Phenol', 'Amine_Primary']	Nc1ccccc1O	109.13	8
['nH_Heterocycle r5', 'Ester_Enolizable']	COC(=O)Cc1ccc[nH]1	139.15	10
['Carboxylic acid', 'Sulfonamide_NH']	NS(=O)(=O)CC(=O)O	139.13	8
['Ketone_NonEnolizable', 'Ester_NonEnolizable']	COC(=O)C(=O)C(C)(C)C	144.17	10
['Amide_Tertiary', 'Amide_Secondary']	CN1CC(=O)NCC1=O	128.13	9
['Ester_Enolizable', 'Nitro']	COC(=O)CCC(C)(C)[N+](=O)[O-]	175.18	12
['Carboxylic acid', 'Nitro']	O=C(O)c1ccccc1[N+](=O)[O-]	167.12	12
['nH_Heterocycle r5', 'Nitrile']	N#Cc1cc[nH]c1	92.1	7
['Carboxylic acid', 'Amide_Tertiary']	CN(C)C(=O)C(=O)O	117.1	8
['Amine_Secondary', 'nH_Heterocycle r6']	CNc1cccc(=O)[nH]1	124.14	9
['Amide_Primary', 'nH_Heterocycle r5']	NC(=O)c1cc[nH]c1	110.12	8
['Aldehyde_Enolizable', 'Nitrile _Enolizable']	N#CCC=O	69.06	5
['Amide_Tertiary', 'Ester_Enolizable']	COC(=O)C1CC(=O)N(C)C1	157.17	11
['Amine_Secondary', 'Amide_Primary']	CNCC(N)=O	88.11	6
['Amine_Primary', 'Alkyne_Internal']	CC#CCN	69.11	5
['nH_Heterocycle r6', 'Aryl_Iodide']	O=c1cccc(I)[nH]1	221	8
['Alkyl_Halide_Secondary_Cl', 'Amide_Tertiary']	CC(Cl)C(=O)N(C)C	135.59	8
['Internal_Michael_Acceptor_Alkene_Amide_Alpha_Sub', 'Thiourea']	C/C=C1\NC(=S)N(c2ccccc2)C1=O	218.28	15
['Enamine', 'ThioKetone']	CNC1=CC(=S)CC(C)(C)C1	169.29	11
['SulfonylChloride', 'Alkene_Internal']	C/C=C/S(=O)(=O)Cl	140.59	7
['HemiaminalNH', 'Aryl_Bromide']	O=C1NC(O)c2cc(Br)ccc21	228.04	12
['Enamine', 'Internal_Michael_Acceptor_Ketone_Acyclic_Alpha_Sub']	CCC(=O)/C(C)=C\N	113.16	8
['Enamine', 'Nitrile']	C/C(N)=C/C#N	82.11	6
['Enamine_EWG', 'Alkyl_Halide_Prim_Br']	CCOC(=O)/C=C1/SCC(=O)N1CCBr	294.17	15
['Amine_Secondary', 'DiEWG_Cmpd_DiCarbonyl_Cyclic']	O=C1CNCC(=O)C1	113.12	8
['Phosphonate_Enolizable', 'Aryl_Bromide']	CP(C)(=O)c1ccccc1Br	233.04	11
['Alkene_Internal', 'Nitrile']	CC(C)=CC#N	81.12	6
['DiEWG_Cmpd_DiCarbonyl_Cyclic', 'Nitrile _Enolizable']	N#CCCC1C(=O)CCCC1=O	165.19	12
['Amide_Tertiary', 'Anhydride']	CC(=O)N1CC(=O)OC(=O)C1	157.12	11
['Internal_Michael_Acceptor_Alkene_Ester_Alpha_H', 'Acyl_Halide']	COC(=O)/C=C\C(=O)Cl	148.54	9
['Oxirane_Internal', 'Ketone_Enolizable']	O=C1CCC2OC12	98.1	7
['Ketone_Enolizable', 'Alkene_Terminal']	C=CCCC(C)=O	98.14	7
['DiEWG_Cmpd_Carbonyl_CF3_CN', 'Nitrile']	CC(=O)CC#N	83.09	6
['Alcohol', 'nH_Heterocycle r6']	O=c1cc[nH]c(CO)c1	125.13	9
['Alkyl_Halide_Prim_Br', 'Nitrile']	CC(C)(C#N)CBr	162.03	7
['Alkene_Internal', 'Amidine']	CC/C=C/C(=N)N	98.15	7
['Phenol', 'Nitro']	O=[N+]([O-])c1ccccc1O	139.11	10
['Amine_Primary', 'Alkene_Terminal']	C=CCN	57.1	4
['Weinreb_Amide', 'Alkyl_Halide_Prim_ACT_Br']	CON(C)C(=O)CBr	182.02	8
['Amine_Primary', 'Nitrile _Enolizable']	N#CCN	56.07	4
['Carboxylic acid', 'Acetal_Alkyl']	COC(OC)C(=O)O	120.1	8
['Amide_Secondary', 'Ureas']	CNC(=O)CNC(N)=O	131.14	9
['Amine_Primary', 'nH_Heterocycle r5']	Nc1ccc[nH]1	82.11	6
['Nitrile _Enolizable', 'Amide_Tertiary']	CN1C(=O)CCC1C#N	124.14	9
['Alkyl_Halide_Prim_ACT_Cl', 'Ketone_Enolizable']	CC(=O)CCl	92.53	5
['Carboxylic acid', 'Amine_Primary']	NCC(=O)O	75.07	5
['Alcohol', 'Amide_Tertiary']	CN(C)C(=O)CO	103.12	7
['Carboxylic acid', 'Alkene_Internal']	C/C=C/C(=O)O	86.09	6
['Ketone_Enolizable', 'Alkene_Internal']	O=C1CC=CC1	82.1	6
['Carboxylic acid', 'nH_Heterocycle r5']	O=C(O)c1ccc[nH]1	111.1	8
['DiEWG_Cmpd_DiCarbonyl_Acyclic', 'Ester_NonEnolizable']	COC(=O)C(=O)CC(C)=O	144.13	10
['Alkene_Terminal', 'Ureas']	C=CCNC(N)=O	100.12	7
['Carboxylic acid', 'Amide_Secondary']	CNC(=O)C(=O)O	103.08	7
['Nitrile _Enolizable', 'Amidine']	N#CCC(=N)N	83.09	6
['Ketone_Enolizable', 'Nitrile']	CC(=O)C#N	69.06	5
['Amide_Secondary', 'Thiourea']	CNC(=O)CNC(=S)NN	162.22	10
['Acetal_Alkyl', 'Nitro_Enolizable']	CC1(C)OCC([N+](=O)[O-])CO1	161.16	11
['Amine_Secondary', 'Nitro']	CNc1cccc([N+](=O)[O-])c1	152.15	11
['Phenol', 'Amide_Secondary']	O=C1Cc2cccc(O)c2N1	149.15	11
['Amine_Primary', 'Amide_Primary']	CC(N)C(N)=O	88.11	6
['Alcohol', 'Amide_Secondary']	CNC(=O)CO	89.09	6
['Internal_Michael_Acceptor_Alkene_Amide_Alpha_H', 'DieneAcyclicInternal']	C/C=C/C=C/C(=O)N(C)C	139.2	10
['Internal_Michael_Acceptor_Ketone_Acyclic_Alpha_H', 'Ketone_NonEnolizable']	C/C=C\C(=O)c1ccccc1	146.19	11
['Internal_Michael_Acceptor_Alkene_Ester_Alpha_Sub', 'Vinyl_Bromide_Iodide']	O=C1OCCC=C1Br	177	8
['Alkene_Terminal', 'Thiourea']	C=CCNC(N)=S	116.19	7
['Oxime', 'Alkene_Internal']	C/C=C(C)/C=N/O	99.13	7
['Sulfonamide_NH', 'Nitro']	NS(=O)(=O)c1cccc([N+](=O)[O-])c1	202.19	13
['Alcohol', 'Ureas']	NC(=O)NCCO	104.11	7
['Amide_Primary', 'Ester_NonEnolizable']	COC(=O)C(N)=O	103.08	7
['Ketone_Enolizable', 'Sulfonamide_NH']	NS(=O)(=O)C1CCC(=O)CC1	177.22	11
['Alkene_Internal', 'Thiourea']	NC(=S)N1CC=CCC1	142.23	9
['Phenol', 'Amidine']	N=C(N)c1ccccc1O	136.15	10
['Amine_Secondary', 'nH_Heterocycle r5']	CNc1cc[nH]n1	97.12	7
['Ester_Enolizable', 'Alkene_Internal']	C/C=C\CC(=O)OC	114.14	8
['Phenol', 'Sulfonamide_NH']	NS(=O)(=O)c1cccc(O)c1	173.19	11
['Azide', 'Amide_Primary']	[N-]=[N+]=NCC(N)=O	100.08	7
['Ketone_Enolizable', 'SemiUreas']	CC(C)(C)OC(=O)N1CC(=O)CO1	187.19	13
['Hydrazine_NH1', 'Ureas']	CNNC(=O)NC	103.12	7
['Carboxylic acid', 'Amine_Secondary']	CNCC(=O)O	89.09	6
['Thiol ', 'Amide_Secondary']	CNC(=O)CS	105.16	6
['Amide_Tertiary', 'Ureas']	CC(=O)N1CCN(C(N)=O)CC1	171.2	12
['Sulfonamide_NH', 'nH_Heterocycle r5']	NS(=O)(=O)c1c[nH]cn1	147.16	9
['Carboxylic acid', 'Phosphonate_Enolizable']	CP(C)(=O)CC(=O)O	136.09	8
['Nitrile _Enolizable', 'SemiUreas']	CN(C)C(=S)SCC#N	160.27	9
['Enamine_EWG', 'Ureas']	C=CNC(N)=O	86.09	6
['Amide_Secondary', 'nH_Heterocycle r5']	CNC(=O)c1ccc[nH]1	124.14	9
['Amide_Secondary', 'Nitro']	O=C1NCc2c1cccc2[N+](=O)[O-]	178.15	13
['Amide_Secondary', 'Aryl_Iodide']	O=C1NCc2ccc(I)cc21	259.05	11
['Alkyl_Halide_Prim_ACT_Br', 'Ester_Enolizable']	COC(=O)CBr	152.98	6
['Phosphonate_Enolizable', 'Alkene_Internal']	CC1C=CCP1(C)=O	130.13	8
