-2.4196043	-1.8248918	CC(=O)c1ccccc1,S1SSSSSSS1,C1COCCN1	S=C(Cc1ccccc1)N1CCOCC1	MCR	Kindler Thioamide Synthesis	10.1021/ja01197a501 J. Am. Chem. Soc. 1947, 69, 5, 1211
-3.9772725	-3.7482352	C=O,O=[N+]([O-])CCCO,C1CCNCC1	O=[N+]([O-])C(CCO)(CN1CCCCC1)CN1CCCCC1	MCR	Nitro-Mannich or aza-Henry	10.1021/acs.orglett.7b02175 (Supporting Info,page S26) Org. Lett. 2017, 19, 16, 4403-4406
7.480792	6.01959	NCCc1ccccc1,ClCc1ccccc1,O=C=O	O=C(NCCc1ccccc1)OCc1ccccc1	MCR	Carbamate Synthesis	R. N. Salvatore, S. Il Shin, A. S. Nagle, K. W. Jung, J. Org. Chem., 2001, 66, 1035-1037. DOI: 10.1021/jo001140u
4.410194	21.652174	CS(C)=O,Nc1ccccc1CO,COc1ccc(C=O)cc1	COc1ccc(-c2cnc3ccccc3c2)cc1	MCR	Quinoline Synthesis	T. Yang, Z.-w. Nie, M.-d. Su, H. Li, W.-p. Luo, Q. Liu, C.-C. Guo, J. Org. Chem., 2021, 86, 15232-15241. DOI: 10.1021/acs.joc.1c01850
35.402103	11.960862	Cc1ccc(/C=N/NS(=O)(=O)c2ccc(C)cc2)cc1,Brc1ccccc1,C#Cc1ccccc1	Cc1ccc(C(C#Cc2ccccc2)c2ccccc2)cc1	MCR	Diarylmethyl Alkyne Synthesis	G. Zhao, Y. Wu, H.-H. Wu, J. Yang, J. Zhang, J. Am. Chem. Soc., 2021, 143, 17983-17988. DOI: 10.1021/jacs.1c09742
25.683613	0.67112166	CC(C)(C)C(=O)ON1C(=O)c2ccccc2C1=O,C=CC=C,O=Cc1ccccc1	C=CC(CC(C)(C)C)C(O)c1ccccc1	MCR	Decarboxylative Allylation of Aldehydes	Org. Lett. 2021, 23, 8077-8081. DOI: 10.1021/acs.orglett.1c03098
27.29985	-10.884293	CNCc1ccccc1,C=CCNC,C=O,C#CC(=O)O	C=CCN(C)CC#CCN(C)Cc1ccccc1	ONE-POT	1,4-Diamino-2-butynes synthesis	J. Org. Chem. 2021, 86, 14036-14043. DOI: 10.1021/acs.joc.1c00537
-1.0070081	-13.131942	OB(O)c1ccccc1,CCN(CC)CC,[C-]#[O+]	CCN(CC)C(=O)c1ccccc1	MCR	Aminocarbonylation	J.Org.Chem.2021,86,14028-14035. DOI: 10.1021/acs.joc.1c00345
0.9100383	30.673668	O=Cc1ccccc1[N+](=O)[O-],[C-]#[O+],C[N+](C)(C)Cc1ccccc1	O=c1[nH]c2ccccc2cc1-c1ccccc1	MCR	Synthesis of 3-Arylquinolin-2(1H)-ones	J. Org. Chem. 2021, 86, 13824-13832. DOI: 10.1021/acs.joc.1c01984
-36.507706	-7.0193353	C=C1CCCCC1,S1SSSSSSS1,O=C(O)C(=O)CCc1ccccc1	O=C(CCc1ccccc1)SCC1CCCCC1	MCR	Three-Component Thioesterification	Org. Lett. 2021, 23, 7650-7655. DOI: 10.1021/acs.orglett.1c02904
12.898144	6.541292	N=C(N)c1ccccc1,CC(=O)c1ccccc1,CN(C)CCO	c1ccc(-c2ccnc(-c3ccccc3)n2)cc1	MCR	Construction of a Pyrimidine Framework	J.Org.Chem.2021,86,13734-13743. DOI: 10.1021/acs.joc.1c01847
14.360889	22.390306	CC(=O)c1ccccc1,N[n+]1ccccc1,Cc1ccc(S(=O)(=O)NN)cc1	c1ccc(-c2c[nH]nn2)cc1	MCR	Synthesis of 4-Aryl-1,2,3-triazoles	J. Org. Chem. 2021, 86, 13664-13672. DOI: 10.1021/acs.joc.1c01702
12.69054	3.2157917	OCc1ccccc1,C#Cc1ccccc1,N=C(N)N	Nc1nc(-c2ccccc2)cc(-c2ccccc2)n1	MCR	Synthesis of Pyrimidines	J. Org. Chem. 2021, 86, 13186-13197. DOI: 10.1021/acs.joc.1c00867
-20.07603	-17.113585	Ic1ccccc1,COC(=O)CC(=O)OC,C1=CCC=CC1	COC(=O)C(C(=O)OC)C1C=CCC(c2ccccc2)C1	MCR	Domino Heck Arylation and Alkylation	Org. Lett. 2021, 23, 7064-7068. DOI: 10.1021/acs.orglett.1c02457
-36.03945	-20.911453	C=CC1CCCCC1,COC(=O)Cl,CC(Cl)c1ccccc1	CC(C(=O)CCC1CCCCC1)c1ccccc1	MCR	Multicomponent Coupling: Synthesis of α-Chiral Ketones	J.Am.Chem.Soc.2021,143,14089-14096. DOI: 10.1021/jacs.1c07851
-24.611664	-21.473907	C=C=C(C)C1CCCCC1,CCI,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C	CC/C(CB1OC(C)(C)C(C)(C)O1)=C(\C)C1CCCCC1	MCR	Multi-AlkylatedAllylic Boronates	J.Am.Chem.Soc.2021,143,13865-13877. DOI: 10.1021/jacs.1c06538
-19.33672	5.8861995	O=C1Cc2ccccc2C(=O)O1,NCc1ccccc1,N#Cc1ccc(C=O)cc1	N#Cc1ccc(C2C(C(=O)O)c3ccccc3C(=O)N2Cc2ccccc2)cc1	MCR	Castagnoli-Cushman MCR Type Three-Component Synthesis of Dihydroisoquinolones	J.Org.Chem.2021,86,11599-11607. DOI: 10.1021/acs.joc.1c01163
-20.786068	3.4252083	NCc1ccccc1,O=Cc1ccccc1,O=C1C=CC(=O)O1,Cc1ccc(S)cc1	Cc1ccc(SC2(C(=O)O)CC(=O)N(Cc3ccccc3)C2c2ccccc2)cc1	MCR	4CR- Synthesis of tetrasubsitituted γ-lactams by four-component reactions	Wei, J.; Shaw, J. T. Org. Lett. 2007, 9, 4077. DOI: 10.1021/ol701911u
-19.908958	6.600999	O=C1Cc2ccccc2C(=O)O1,NCc1ccccc1,O=Cc1ccccc1	O=C(O)C1c2ccccc2C(=O)N(c2ccccc2)C1c1ccccc1	MCR	3CR, Synthesis of cis-Isoquinolonic Acids	J. Org. Chem. 2005, 70 (1), 350- 352. DOI: 10.1021/jo049138g
28.649864	-39.19576	NCCC(=O)S,[C-]#[N+]/C(=C\N(C)C)C(=O)OC,CC(C)C=O	COC(=O)c1csc(C(C(C)C)N2CCC2=O)n1	ONE-POT	β-lactam thiazole synthesis	Tetrahedron Letters Volume 43, Issue 39, 23 September 2002, Pages 6897-6901 10.1016/S0040-4039(02)01621-0
2.9255233	9.012563	Nc1ccccc1,O=Cc1ccccc1C(=O)O,[C-]#N	Nc1oc(=O)c2ccccc2c1Nc1ccccc1	MCR	Isochromenone synthesis	Eur. J. Org. Chem. 2005, 817-821 DOI:10.1002/ejoc.200400685
13.726112	-9.644221	Brc1ccc(I)cc1,O=C1CNCCN1,O=C1NCCO1	O=C1CNCCN1c1ccc(N2CCOC2=O)cc1	MCR	UFU	P. Toto et al. / Tetrahedron Letters 47 (2006) 4973-4978 DOI:10.1016/j.tetlet.2006.04.041
2.3525603	9.417537	O=Cc1ccccc1C(=O)O,CN,[C-]#N	CN1C(=O)c2ccccc2/C1=C(/N)C#N	MCR	Amino(2-alkyl-3-oxo-2,3- dihydro-1H-isoindol-1-ylidene) synthesis	J. Org. Chem. 2004, 69, 8496-8499 DOI:10.1021/jo0486802
-13.681837	-21.367393	CCC1CO1,[C-]#[O+],O=C=Nc1ccccc1	CCC1CC(=O)N(c2ccccc2)C(=O)O1	MCR	Synthesis of 1,3-Oxazinane-2,4-diones	J. Am. Chem. Soc. 2007, 129, 26, 8156-8162 DOI:10.1021/ja069065d
2.3187559	-10.454192	S1SSSSSSS1,[Se]1[Se][Se][Se][Se][Se][Se][Se]1,c1ccc(Pc2ccccc2)cc1	SP(=[Se])(c1ccccc1)c1ccccc1	ONE-POT	Synthesis of Thioselenophosphinates	10.1002/ejoc.201001189 Eur. J. Org. Chem. 2010, 6157-6160
-31.200186	-7.815418	CCCCOC1CCC(C(=O)OC)=C(C)O1,c1ccc2[nH]ccc2c1,c1ccc2[nH]ccc2c1	COC(=O)C(CCC(c1c[nH]c2ccccc12)c1c[nH]c2ccccc12)C(C)=O	2CR ONE-POT	Electrophilic ring-opening reaction of the dihydropyrans with indoles	Adv. Synth. Catal. 2011, 353, 1551 - 1564 DOI:10.1002/adsc.201100211
-6.38719	-7.869147	CCOC(=O)C#CC(=O)OCC,O=C1Nc2ccccc2C1=O,CCOC(=O)C(=O)CCl	CCOC(=O)c1nc2ccccc2c(C(=O)OCC)c1C(=O)OCC	MCR	Synthesis of Substituted Quinolines	J. Heterocyclic Chem., 49, 789 (2012) DOI: 10.1002/jhet.858
-16.586409	33.735588	Nc1ccccc1,O=Cc1ccccc1,O=C1CC(=O)NC(=O)N1,O=c1cc[nH]c(=S)[nH]1	O=C1NC(=S)NC2C1C(c1ccccc1)c1c([nH]c(=O)[nH]c1=O)N2c1ccccc1	MCR	synthesis of 5,7,8,9,9a,10-hexahydro-8-thioxopyrido[2,3-d : 6,5- d-]dipyrimidine-2,4,6(1H,3H,5aH)-triones	DOI: 10.1002/hlca.201200350 Volume96, Issue6 June 2013 Pages 1155-1162
12.160938	29.1245	O=C/C(=C(\Cl)c1ccccc1)c1ccccc1,[SH-],N,CC(C)=O	CC1(C)N=CC(c2ccccc2)=C(c2ccccc2)S1	ONE-POT	Preparation of 2H-1,3-thiazines	Org. Biomol. Chem., 2014,12, 5168-5181 DOI: 10.1039/C4OB00866A
24.315952	-10.672688	Nc1ccccc1,OB(O)c1ccccc1,C=O,C#Cc1ccccc1	C(#Cc1ccccc1)CN(Cc1ccccc1)c1ccccc1	MCR	Petasis borono-Mannich-A3	DOI: 10.1039/C4OB01055H Org. Biomol. Chem., 2014,12, 5597-5600
-11.588613	30.71608	O=CCCCC=O,N#CCC#N,CC1(C)CC(=O)CC(=O)C1,N#CCC#N	CC1(C)CC(=O)C2=C(C1)C1(C#N)C(N)=NC(=O)C3(C#N)C2CCCC13	MCR	Knovenagel--Miachael-Michael-Cyclisation	RSC Adv., 2014,4, 62457-62464 DOI:10.1039/C4RA12560F
-10.072732	24.7475	O=Cc1ccccc1O,N#CCC#N,N#CCC(N)=O	N#CC1=C(N)Oc2ccccc2C1C(C#N)C(N)=O	MCR	Knovenagel-Cyclisation-Michael	DOI: 10.1016/j.crci.2014.09.005 Volume 18, Issue 5, May 2015, Pages 540-546
2.260669	3.898641	Cc1ccccc1,O=C1OC(=O)c2ccccc21,Nc1nc2ccccc2[nH]1	Cc1ccc(C(=O)c2ccccc2C(=O)Nc2nc3ccccc3[nH]2)cc1	MCR	Amidation-Fridel Craft	DOI: 10.1080/00304948.2021.1880217 ORGANIC PREPARATIONS AND PROCEDURES INTERNATIONAL 2021, VOL. 53, NO. 3, 291-300
18.940191	37.774715	CSc1n[nH]c(N)n1,COC(=O)CC(=O)CC(=O)OC,COC(OC)N(C)C	COC(=O)Cc1c(C(=O)OC)cnc2nc(SC)nn12	MCR	Knovenagel-Michael-imineformation	Chemistry of Heterocyclic Compounds volume 56, pages1054-1061 (2020) DOI:10.1007/s10593-020-02773-7 #Tab1
-4.9291196	24.811552	O=Cc1ccccc1O,CCOP(OCC)OCC,N#CCC(N)=C(C#N)C#N	CCOP(=O)(OCC)C1c2ccccc2Oc2nc(N)c(C#N)c(N)c21	MCR	Knovenagel-Pinner-Michael-Miachaelis-Arbuzov-Pinner reaction	European Journal of Organic ChemistryVolume 2019, Issue 26 p. 4171-4178 DOI: 10.1002/ejoc.201900240
39.661606	-1.6315268	COc1ccc(C(=O)O)cc1,C=CC(=O)OC,C=C(O[Si](C)(C)C(C)(C)C)c1ccc2c(c1)CCCC2	COC(=O)C(CC(=O)c1ccc(OC)cc1)CC(=O)c1ccc2c(c1)CCCC2	MCR	Redox-Neutral Dual Functionalization of Electron-Deficient Alkenes	DOI:10.1002/chem.201701589 Volume23, Issue31 June 1, 2017 Pages 7444-7447
-26.557512	21.577545	O=Cc1ccccc1,C[N+](=O)[O-],N,CC1(C)OC(=O)CC(=O)O1	NC(=O)CC(C[N+](=O)[O-])c1ccccc1	MCR	Knovenagel-Nitro-michael-transamidation-decarboxylation	DOI: 10.1039/C6RA22141F RSC Adv., 2016,6, 98427-98433
21.028158	20.492802	Cc1cc2ccccc2[nH]1,COC(=O)c1cc2ccccc2oc1=O,Nc1ccccc1,Nc1ccccc1	Cc1[nH]c2ccccc2c1C(c1ccccc1O)C(C(=O)Nc1ccccc1)C(=O)Nc1ccccc1	MCR	Michael-Transamidation-	J. Org. Chem. 2016, 81, 15, 6211-6222 DOI:10.1021/acs.joc.6b00541
-3.5087202	-42.024128	C#CC(=O)OCC,C=C(c1ccccc1)C1CC1,c1ccc([Se][Se]c2ccccc2)cc1	CCOC(=O)/C(=C\[Se]c1ccccc1)C/C(=C\CC[Se]c1ccccc1)c1ccccc1	MCR	Three-Component Coupling of Alkynes, Vinylcyclopropanes, and Diphenyl Diselenide	A. Ogawa, I. Ogawa, N. Sonoda, J. Org. Chem. 2000, 65, 7682. DOI: 10.1021/jo000669o
-2.7937863	-41.769375	C#CC(=O)OCC,[C-]#[N+]Cc1ccccc1,c1ccc([Se][Se]c2ccccc2)cc1	CCOC(=O)C(=C\[Se]c1ccccc1)/C(=N/Cc1ccccc1)[Se]c1ccccc1	MCR	three-component coupling	A. Ogawa, M. Doi, K. Tsuchii, T. Hirao, Tetrahedron Lett. 2001, 42, 2317. DOI: 10.1016/S0040-4039(01)00123-X
5.4445806	-22.125225	C#Cc1ccccc1,[C-]#[N+]c1ccc(OC)cc1,c1ccc(SSc2ccccc2)cc1	COc1ccc(NC(=O)/C(=C/Sc2ccccc2)c2ccccc2)cc1	MCR	Radical Addition to Isonitriles	J. Org. Chem. 2000, 65, 2763-2772. DOI: 10.1021/jo991871y
4.5016103	-23.472658	C[Si](C)(C)[Te]c1ccccc1,[C-]#[N+]c1ccccc1,O=C(c1ccccc1)c1ccccc1	C[Si](C)(C)OC(/C(=N\c1ccccc1)[Te]c1ccccc1)(c1ccccc1)c1ccccc1	MCR	Novel Group-Transfer 3CR of Silyltellurides, Carbonyl Compounds, and Isocyanide	H. Miyazoe, S. Yamago, J. Yoshida, Angew. Chem. Int. Ed. 2000, 39, 3669. DOI: 10.1002/1521-3757(20001016)112:20<3815::AID-ANGE3815>3.0.CO;2-1
8.181323	-22.716225	[C-]#[N+]c1ccc(OC)cc1,C#Cc1ccccc1,CC(C)(C#N)/N=N/C(C)(C)C#N	COc1ccc2nc3c(nc2c1)C(C)(C)C=C3c1ccccc1	MCR	Radical annulations and cyclisations with isonitriles	D. Nanni, P. Pareschi, C. Rizzoli, P. Sgarabotto, A. Tundo, Tetrahedron 1995, 33, 9045. DOI: 10.1016/0040-4020(95)00348-C
-37.67494	-13.602104	CCCCCCI,C=CC#N,[C-]#[O+]	CCCCCCC(=O)CCC#N	MCR	3CR Free-radical Carbonylation	I. Ryu, M. Hasegawa, A. Kurihara, A. Ogawa, S. Tsunoi, N. Sonoda, Synlett 1993, 143. DOI: 10.1055/s-1993-22381
-35.981094	-9.819555	C=CCCCI,[C-]#[O+],[C-]#[O+]	O=CCC1CCCC1=O	2CR ONE-POT	Free-Radical Mediated Double Carbonylations of Alk-4-enyl lodides	J. Am. Chem. Soc., 1996, 118(43), 10670-10671, DOI:10.1021/ja962879h
25.082388	-3.7324429	N#CC(C#N)=Cc1ccccc1,ClCCCCI,C=CC[Sn](CCCC)(CCCC)CCCC	C=CCC(C#N)(C#N)C(CCCCCl)c1ccccc1	MCR	tin radical three-component coupling	J.Am.Chem.Soc.1988,110,1288-1290. DOI: 10.1021/ja00212a046
-35.098267	15.174438	O=C1C=CCC1,C=CC[Sn](CCCC)(CCCC)CCCC,COC(OC)Sc1ccccc1	C=CCC1C(=O)CCC1C(OC)OC	MCR	double alkylation of cyclopentenone	G. E. Keck, C. P. Kordik, Tetrahedron Lett. 1993, 43, 6875. DOI: 10.1016/S0040-4039(00)91818-5
-25.570307	-12.699425	C#CC(=O)OCC,C=CC(=O)OC,C=Cc1ccccc1	CCOC(=O)C1=CC(c2ccccc2)CC(C(=O)OC)C1	MCR	Three-component coupling reactions to form 6-membered ring	10.1039/C39930001466 J. Chem. Soc., Chem. Commun., 1993, 1466-1468
-38.335087	-13.991642	C=CC[Sn](CCCC)(CCCC)CCCC,CCCCCCCCI,[C-]#[O+],C=CC#N	C=CCC(C#N)CC(=O)CCCCCCCC	MCR	four-component coupling reaction	I. Ryu, T. Niguma, S. Minakata, M. Komatsu, Z. Luo, D. P. Curran, Tetrahedron Lett. 1999, 40, 2367. DOI: 10.1016/S0040-4039(99)00188-4
-26.293577	-12.681033	Cn1c(C(=O)[Se]c2ccccc2)cc2ccccc21,C=CC(=O)OC,C=CC(=O)OC	COC(=O)C1CC(=O)c2c(c3ccccc3n2C)C(C(=O)OC)C1	MCR	2-Indolylacyl Radical Addition-Cyclization Reactions	J. Org. Chem. 2001, 66, 7547-7551. DOI: 10.1021/jo015905p
-39.80205	-11.282674	IC1CCCCC1,[C-]#[O+],O=S(=O)(/C=N/OCc1ccccc1)c1ccccc1	O=C(/C=N/OCc1ccccc1)C1CCCCC1	MCR	Vicinal Singly and Doubly Acylated Oxime Ethers 3CR	J. Am. Chem. Soc. 1999, 121, 12190-12191. DOI:10.1021/ja992125d
-36.751934	-9.782177	[C-]#[O+],[C-]#[O+],C=CCCCI,COC(=O)/C(=N\OCc1ccccc1)S(C)(=O)=O	COC(=O)/C(=N/OCc1ccccc1)C(=O)CC1CCCC1=O	MCR	Vicinal Singly and Doubly Acylated Oxime Ethers 4CR	J. Am. Chem. Soc. 1999, 121, 12190-12191. DOI:10.1021/ja992125d
-38.57083	-11.157175	CC(C)=CCCI,CC(C)=CCCI,[C-]#[O+],[C-]#[O+],CS(=O)(=O)C(=NOCc1ccccc1)S(C)(=O)=O	CC(C)=CCCC(=O)C(=NOCc1ccccc1)C(=O)CCC=C(C)C	MCR	Vicinal Singly and Doubly Acylated Oxime Ethers 5CR	J. Am. Chem. Soc. 1999, 121, 12190-12191. DOI:10.1021/ja992125d
-31.104048	-21.721548	CC(C)I,C=CC#N,CC(C)=O	CC(C)CC(C#N)C(C)(C)O	MCR	zinc-induced three-component coupling reactions	T. Shono, I. Nishiguchi, M. Sasaki, J. Am. Chem. Soc. 1978, 100, 4314. DOI: 10.1021/ja00481a056
-6.3792634	14.548283	CC(C)(C)I,CCOC(=O)/C=C/C(=O)N1CCOC1=O,O=Cc1ccccc1	CC(C)(C)C1C(=O)OC(c2ccccc2)C1C(=O)N1CCOC1=O	MCR	hybrid-type three-component reaction	S. Bazin, L. Feray, D. Siri. J.-V. Naubron, M. P. Bertrand, Chem. Commun. 2002, 2506. DOI: 10.1039/B206695E
21.873674	14.308407	COc1ccc(N)cc1,O=Cc1ccccc1,C1CCOC1	COc1ccc(NC(c2ccccc2)C2CCCO2)cc1	MCR	Addition of THF Radical to Aldehyde and Aldimine	K. Yamada, Y. Yamamoto, K. Tomioka, Org. Lett. 2003, 5, 1797. DOI: 10.1021/ol034473x
-34.61029	-11.502779	CC(C)=CCCC(C)I,C=CC#N,[C-]#[O+]	CC1CCC2C(C)(C)CC(C#N)C12O	MCR	three-component coupling reaction	S. Tsunoi, I. Ryu, S. Yamasaki, M. Tanaka, N. Sonoda, M. Komatsu, Chem. Commun. 1997, 1889. DOI: 10.1039/A704934J
5.208969	-46.57419	[C-]#[N+]c1c(C)cccc1C,C[Si](C)(C)OCCCCBr,O=C1CCCCC1	Cc1cccc(C)c1/N=C(\CCCCO[Si](C)(C)C)C1(O)CCCCC1	ONE-POT	synthesisof -hydroxy ketones by samarium(II)iodide-mediated 3C coupling	M. Murakami, T. Kawano, H. Ito, Y. Ito, J. Org. Chem. 1993, 58, 1458. DOI: 10.1021/jo00058a028
23.360643	8.516836	CC(C)(C)I,C=C1C=CCCC1,O=Cc1ccccc1	CC(C)(C)CC1(C(O)c2ccccc2)C=CCCC1	MCR	3CR of of AlkylIodides, 1,3-Dienes, and Carbonyl Compounds	K. Takai, N. Matsukawa, A. Takahashi, T. Fujii, Angew. Chem. Int. Ed. 1998, 37, 152. DOI: 10.1002/(SICI)1521-3773(19980202)37:1/2<152::AID-ANIE152>3.0.CO;2-8
36.321465	-2.2898695	CCCCCCCCCBr,C=C/C=C/c1ccccc1,C[Si](C)(C)C[Mg]Cl	CCCCCCCCCCC(/C=C/c1ccccc1)C[Si](C)(C)C	MCR	3CR Formation of homoallylsilanes	K. Mizutani, H. Shinokubo, K. Oshima, Org. Lett. 2003, 5, 3959. DOI: 10.1021/ol0356643
33.489086	-8.367261	[O+]#C[Mo](C#[O+])(C#[O+])(C#[O+])(C#[O+])C#[O+],[Li]C1CCCC1,C=CC(C)=O,CCCC=O	CCCC(O)C(CC1CCCC1)C(C)=O	ONE-POT	Regio- and Diastereoselective Aldol Productsthrough 3CR	J. Barluenga, F. Rodriguez, F. J. Fananas, E. Rubio, Angew. Chem. Int. Ed. 1999, 38, 3084. DOI: 10.1002/(SICI)1521-3773(19991018)38:20<3084::AID-ANIE3084>3.0.CO;2-P
-36.61648	-13.680962	C=CC1(OC(CI)OCC)CCCCC1,CC1(CCCCB2C3CCCC2CCC3)OCCO1,[C-]#[O+]	CCOC1CC(CC(=O)CCCCC2(C)OCCO2)C2(CCCCC2)O1	MCR	Synthesis of Ketones: Palladium-Catalysed Carbonylative Cross-coupling Sequence	T. Ishiyama, M. Murata, A. Suzuki, N. Miyaura, J. Chem. Soc., Chem. Commun. 1995, 295. DOI: 10.1039/C39950000295
-35.7711	-9.180747	C=CCCCI,CCNCC,[C-]#[O+]	CCN(CC)C(=O)C(=O)CC1CCCC1=O	MCR	cyclizative tandem double-carbonylation	J. Am. Chem. Soc. 2002, 124, 15, 3812-3813. DOI: 10.1021/ja017315e
-9.469005	-3.5287113	OB(O)/C=C/c1ccccc1,NCc1ccccc1,O=CC(=O)O	O=C(O)C(/C=C/c1ccccc1)NCc1ccccc1	MCR	Synthesis of α-Amino Acids from Alkenyl Boronic Acids	N. A. Petasis, I. A. Zavialov, J. Am. Chem. Soc. 1997, 119, 445. DOI: 10.1021/ja963178n
-9.95402	-3.3055978	OB(O)/C=C/c1ccccc1,O=CC(=O)O,c1ccc(CNCCNCc2ccccc2)cc1	O=C1C(/C=C/c2ccccc2)N(Cc2ccccc2)CCN1Cc1ccccc1	MCR	Synthesis of piperazinones and benzopiperazinones	N. A. Petasis, Z. D. Patel, Tetrahedron Lett. 2000, 41, 9607. DOI: 10.1016/S0040-4039(00)01717-2
-31.33795	-16.655954	Ic1ccccc1,CCCCI,C=CC(=O)OC	CCCCc1cccc(CCCC)c1/C=C/C(=O)OC	MCR	Synthesis of o,o'-Disubstituted Vinylarenes	Catellani, M., Frignani, F. and Rangoni, A. (1997) Angew. Chem. Int. Ed. Engl., 36: 119-122. DOI: 10.1002/anie.199701191
